Segment,Threshold_1_Length,Threshold_10_Length,Threshold_100_Length,Split_10_Length,Split_100_Length,Split_1000_Length,Handle_Lengths,Quadrangle_Length,Handle_Area,Quadrangle_Area,,% Difference between Threshold_1 and Handle_Lengths
600_1600__1800_1200,1428.027387,1427.994053,1425.635666,1421.540036,1419.223653,1427.176093,1003.952968,2268.864032,140000,620000,,0.703034814
1200_1200__2400_1600,1428.027387,1427.994053,1425.635666,1421.540036,1406.841289,1425.86899,1003.952968,2268.864032,140000,620000,,0.703034814
800_1600__1000_1200,1429.398184,1429.323705,1424.065778,1425.980125,1398.993512,1426.341696,1652.259435,2099.47303,160000,240000,,0.865117277
2000_1200__2200_1600,1429.398184,1429.323705,1424.065778,1425.980125,1410.712258,1427.50473,1652.259435,2099.47303,160000,240000,,0.865117277
800_1400__1400_1600,1429.830097,1429.80938,1428.327937,1425.491482,1404.500443,1427.286015,1295.741733,1928.197265,220000,340000,,0.906220771
1600_1600__2200_1400,1429.830097,1429.80938,1428.327937,1425.491482,1416.530454,1428.489871,1295.741733,1928.197265,220000,340000,,0.906220771
400_1400__2000_1200,1430.173231,1430.078619,1418.039692,1418.984266,1424.041497,1429.57301,921.110255,2533.561805,120000,440000,,0.644055024
1000_1200__2600_1400,1430.173231,1430.078619,1418.039692,1418.984266,1409.070865,1428.016183,921.110255,2533.561805,120000,440000,,0.644055024
1200_2000__1600_1000,1430.344343,1430.316075,1428.194597,1424.56453,1418.283033,1429.144052,1419.803903,2496.836864,100000,500000,,0.992630837
1400_1000__1800_2000,1430.344343,1430.316075,1428.194597,1424.56453,1400.265555,1427.290406,1419.803903,2496.836864,100000,500000,,0.992630837
800_1600__1600_1400,1431.379882,1431.357992,1429.770904,1426.72091,1414.321526,1429.682172,1198.140957,2022.762082,140000,300000,,0.837053093
1400_1400__2200_1600,1431.379882,1431.357992,1429.770904,1426.72091,1412.680292,1429.485509,1198.140957,2022.762082,140000,300000,,0.837053093
800_1600__1800_1400,1431.478938,1431.456726,1429.473476,1425.6512,1417.950002,1430.136315,1079.669128,2099.47303,100000,300000,,0.754233331
1200_1400__2200_1600,1431.478938,1431.456726,1429.473476,1425.6512,1412.785571,1429.584539,1079.669128,2099.47303,100000,300000,,0.754233331
400_1200__1400_1200,1431.985532,1431.860345,1423.728623,1426.083186,1412.860177,1430.088434,1264.911064,2264.911064,120000,120000,,0.883326707
1600_1200__2600_1200,1431.985532,1431.860345,1423.728623,1426.083186,1413.425585,1430.094122,1264.911064,2264.911064,120000,120000,,0.883326707
200_1200__2200_1000,1433.168654,1430.68469,1383.449489,1397.603622,1427.685698,1432.630049,1024.621125,3034.596249,80000,480000,,0.714934088
800_1000__2800_1200,1433.168654,1430.68469,1383.449489,1397.603622,1409.131265,1430.758026,1024.621125,3034.596249,80000,480000,,0.714934088
200_1200__2000_1000,1433.59548,1432.871689,1408.358943,1427.778749,1432.975422,1433.598122,824.621125,2635.698153,80000,440000,,0.575211862
1000_1000__2800_1200,1433.59548,1432.871689,1408.358943,1427.778749,1409.556964,1431.137541,824.621125,2635.698153,80000,440000,,0.575211862
800_1000__1000_1800,1433.765623,1433.691333,1428.143505,1427.259165,1395.767419,1429.928385,1480.624847,2305.245973,400000,560000,,0.968351724
2000_1800__2200_1000,1433.765623,1433.691333,1428.143505,1427.259165,1427.816972,1433.166585,1480.624847,2305.245973,400000,560000,,0.968351724
600_1200__2000_1600,1433.860344,1433.814773,1429.993818,1422.421273,1416.040142,1432.062854,1047.213595,2503.235573,40000,600000,,0.730345601
1000_1600__2400_1200,1433.860344,1433.814773,1429.993818,1422.421273,1420.78037,1432.522775,1047.213595,2503.235573,40000,600000,,0.730345601
1000_1800__1200_1200,1434.96425,1434.908826,1430.075649,1431.207288,1410.333282,1432.491779,1624.621125,2257.076657,80000,200000,,0.883260859
1800_1200__2000_1800,1434.96425,1434.908826,1430.075649,1431.207288,1411.344977,1432.568386,1624.621125,2257.076657,80000,200000,,0.883260859
400_1400__2400_1000,1435.00996,1434.084192,1324.373125,1419.879727,1423.542732,1433.827518,1121.110255,3160.718061,120000,920000,,0.781256079
600_1000__2600_1400,1435.00996,1434.084192,1324.373125,1419.879727,1413.971069,1432.864808,1121.110255,3160.718061,120000,920000,,0.781256079
800_1200__1600_1800,1435.286301,1435.260895,1430.649174,1428.423077,1408.704942,1432.605909,1177.269903,2177.269903,180000,660000,,0.820233498
1400_1800__2200_1200,1435.286301,1435.260895,1430.649174,1428.423077,1426.855454,1434.438713,1177.269903,2177.269903,180000,660000,,0.820233498
1200_1800__1400_1400,1436.363567,1436.347401,1435.246121,1433.393862,1414.80085,1434.201162,1545.73138,1992.944976,200000,280000,,0.929245266
1600_1400__1800_1800,1436.363567,1436.347401,1435.246121,1433.393862,1411.943278,1433.893122,1545.73138,1992.944976,200000,280000,,0.929245266
1200_1800__1600_1400,1436.763567,1436.748042,1435.582139,1433.526795,1419.761778,1435.066335,1390.30655,1955.991975,160000,320000,,0.96766551
1400_1400__1800_1800,1436.763567,1436.748042,1435.582139,1433.526795,1412.32587,1434.292872,1390.30655,1955.991975,160000,320000,,0.96766551
1200_1600__1800_1600,1438.124963,1438.112895,1436.899137,1434.455791,1419.247019,1436.228645,1264.911064,1864.911064,120000,120000,,0.879555739
800_1800__1400_1000,1438.304022,1438.250301,1433.537412,1432.721415,1420.248311,1436.503901,1424.621125,2424.621125,80000,560000,,0.990486784
1600_1000__2200_1800,1438.304022,1438.250301,1433.537412,1432.721415,1414.031521,1435.835274,1424.621125,2424.621125,80000,560000,,0.990486784
200_1000__2400_1000,1438.641357,1432.8125,1418.75,1424.8,1439.744,1450.247854,1200,3400,0,0,,0.834120328
600_1000__2800_1000,1438.641357,1432.8125,1418.75,1424.8,1427.864,1449.049054,1200,3400,0,0,,0.834120328
400_1400__1800_1200,1440.662792,1440.564378,1430.21653,1433.100117,1431.843362,1439.811565,1003.952968,2418.16653,140000,420000,,0.696868812
1200_1200__2600_1400,1440.662792,1440.564378,1430.21653,1433.100117,1419.546156,1438.505296,1003.952968,2418.16653,140000,420000,,0.696868812
400_1200__2000_1400,1441.025093,1440.876203,1429.335965,1427.859664,1429.070662,1439.826421,1032.455532,2644.907082,60000,380000,,0.716472973
1000_1400__2600_1200,1441.025093,1440.876203,1429.335965,1427.859664,1422.548734,1439.133521,1032.455532,2644.907082,60000,380000,,0.716472973
600_1200__1000_1400,1441.135821,1441.062922,1435.849524,1436.800443,1409.016036,1437.907455,1524.246557,1971.460152,240000,320000,,0.945474218
2000_1400__2400_1200,1441.135821,1441.062922,1435.849524,1436.800443,1427.891154,1439.79672,1524.246557,1971.460152,240000,320000,,0.945474218
1400_1200__1400_2000,1441.319142,1441.300316,1439.815841,1437.227314,1406.845448,1437.825964,1613.403974,2413.403974,340000,340000,,0.893340518
600_1400__1400_1400,1441.386183,1441.3589,1435.284676,1436.234057,1419.719203,1439.222891,1286.79568,2086.79568,200000,200000,,0.892748727
1600_1400__2400_1400,1441.386183,1441.3589,1435.284676,1436.234057,1424.702112,1439.692391,1286.79568,2086.79568,200000,200000,,0.892748727
400_1200__1200_1000,1442.298729,1441.880979,1107.38598,1432.979495,1418.263694,1439.915454,1432.455532,2257.076657,60000,220000,,0.993175341
1800_1000__2600_1200,1442.298729,1441.880979,1107.38598,1432.979495,1423.723568,1440.422449,1432.455532,2257.076657,60000,220000,,0.993175341
800_1200__1800_1800,1442.449209,1442.419661,1436.194485,1434.142336,1417.974497,1439.978442,1107.463838,2273.654217,100000,700000,,0.767766262
1200_1800__2200_1200,1442.449209,1442.419661,1436.194485,1434.142336,1434.044873,1441.601979,1107.463838,2273.654217,100000,700000,,0.767766262
400_1000__1200_1200,1442.795352,1442.337625,1111.606504,1435.252859,1418.036065,1440.327364,1424.621125,2249.24225,80000,240000,,0.987403462
1800_1200__2600_1000,1442.795352,1442.337625,1111.606504,1435.252859,1425.163151,1441.005134,1424.621125,2249.24225,80000,240000,,0.987403462
1000_1000__1000_2000,1443.321414,1443.304353,1441.951103,1439.063629,1401.485466,1439.084806,1414.213562,2414.213562,500000,500000,,0.97983273
800_1200__1400_1800,1443.521182,1443.497855,1439.926119,1437.729304,1413.797643,1440.524262,1282.842712,2131.37085,260000,620000,,0.888689912
1600_1800__2200_1200,1443.521182,1443.497855,1439.926119,1437.729304,1435.060136,1442.673221,1282.842712,2131.37085,260000,620000,,0.888689912
800_1600__1400_1400,1443.741254,1443.720284,1442.272513,1439.748305,1422.102551,1441.578139,1353.565787,1986.021319,180000,300000,,0.937540424
1600_1400__2200_1600,1443.741254,1443.720284,1442.272513,1439.748305,1425.030115,1441.846804,1353.565787,1986.021319,180000,300000,,0.937540424
600_1600__1600_1200,1443.866251,1443.835807,1441.774485,1438.257772,1430.208667,1442.522602,1168.323851,2245.356812,160000,560000,,0.809163487
1400_1200__2400_1600,1443.866251,1443.835807,1441.774485,1438.257772,1422.656996,1441.707611,1168.323851,2245.356812,160000,560000,,0.809163487
400_1200__1800_1400,1444.050396,1443.935682,1433.035432,1434.342661,1430.532602,1442.708459,1079.669128,2493.88269,100000,380000,,0.747667208
1200_1400__2600_1200,1444.050396,1443.935682,1433.035432,1434.342661,1425.545795,1442.158427,1079.669128,2493.88269,100000,380000,,0.747667208
200_1000__1800_1000,1444.554138,1443.847656,1418.75,1444.8,1438.3838,1444.252383,1000,2600,0,0,,0.692255121
1200_1000__2800_1000,1444.554138,1443.847656,1418.75,1444.8,1421.5162,1442.463775,1000,2600,0,0,,0.692255121
1200_2000__1400_1000,1445.077987,1445.051735,1439.880885,1439.447018,1427.138763,1443.278996,1619.803903,2639.607805,100000,300000,,0.892131439
1600_1000__1800_2000,1445.077987,1445.051735,1439.880885,1439.447018,1415.012611,1442.024267,1619.803903,2639.607805,100000,300000,,0.892131439
1800_1400__1800_1800,1446.18503,1446.145984,1442.299732,1443.303815,1421.780147,1443.714765,1719.048316,2119.048316,240000,240000,,0.841270729
200_1000__2000_1200,1447.880712,1447.030729,1413.990651,1437.180799,1441.847264,1447.292199,1000,2811.077028,0,360000,,0.690664633
1000_1200__2800_1000,1447.880712,1447.030729,1413.990651,1437.180799,1424.527729,1445.498819,1000,2811.077028,0,360000,,0.690664633
600_1200__1400_1600,1448.026667,1447.995683,1443.134706,1441.535146,1422.67503,1445.482553,1295.741733,2190.168924,220000,540000,,0.894832783
1600_1600__2400_1200,1448.026667,1447.995683,1443.134706,1441.535146,1434.838599,1446.68775,1295.741733,2190.168924,220000,540000,,0.894832783
800_1400__2000_1600,1448.576588,1448.548177,1445.666637,1440.121807,1430.728472,1446.778344,1047.213595,2263.766102,40000,280000,,0.722925942
1000_1600__2200_1400,1448.576588,1448.548177,1445.666637,1440.121807,1435.312581,1447.236717,1047.213595,2263.766102,40000,280000,,0.722925942
400_1400__2200_1200,1448.829562,1448.677298,1425.352194,1431.412259,1440.596916,1447.985004,1003.952968,2815.029995,140000,500000,,0.692940698
800_1200__2600_1400,1448.829562,1448.677298,1425.352194,1431.412259,1427.731745,1446.672956,1003.952968,2815.029995,140000,500000,,0.692940698
600_1400__1000_1200,1448.985039,1448.897315,1442.440174,1445.264146,1418.52948,1445.928263,1585.489328,2032.702923,180000,260000,,0.913904
2000_1200__2400_1400,1448.985039,1448.897315,1442.440174,1445.264146,1432.2726,1447.291822,1585.489328,2032.702923,180000,260000,,0.913904
600_1000__2400_1600,1449.199226,1448.956062,1351.250815,1435.057853,1428.053768,1447.044203,1121.110255,3018.476851,120000,1200000,,0.773606717
600_1600__2400_1000,1449.199226,1448.956062,1351.250815,1435.057853,1437.682442,1448.007478,1121.110255,3018.476851,120000,1200000,,0.773606717
800_1600__2000_1400,1449.468937,1449.439055,1446.74374,1441.552981,1437.445338,1448.26893,1032.455532,2249.008038,60000,300000,,0.712299178
1000_1400__2200_1600,1449.468937,1449.439055,1446.74374,1441.552981,1430.772774,1447.574569,1032.455532,2249.008038,60000,300000,,0.712299178
400_1000__2400_1400,1450.142071,1449.515843,1313.696914,1430.737658,1433.659177,1448.456021,1165.685425,3205.29323,80000,880000,,0.803842222
600_1400__2600_1000,1450.142071,1449.515843,1313.696914,1430.737658,1432.73337,1448.354092,1165.685425,3205.29323,80000,880000,,0.803842222
1200_1400__1800_1800,1450.44516,1450.43164,1449.178593,1446.577694,1425.986284,1447.974198,1271.834721,1992.944976,120000,360000,,0.876858192
1200_1800__1800_1400,1450.44516,1450.43164,1449.178593,1446.577694,1436.937513,1449.102685,1271.834721,1992.944976,120000,360000,,0.876858192
400_1000__1400_1400,1451.113372,1450.981555,1440.809845,1444.423962,1429.440842,1448.951497,1321.110255,2398.143217,120000,520000,,0.910411468
1600_1400__2600_1000,1451.113372,1450.981555,1440.809845,1444.423962,1433.519082,1449.319293,1321.110255,2398.143217,120000,520000,,0.910411468
200_1000__2200_1200,1451.484761,1450.384423,1411.933727,1427.901464,1443.366847,1450.654421,1082.842712,3092.817837,20000,420000,,0.746024169
800_1200__2800_1000,1451.484761,1450.384423,1411.933727,1427.901464,1428.148499,1449.105841,1082.842712,3092.817837,20000,420000,,0.746024169
800_1400__1200_1600,1451.530854,1451.511399,1448.967437,1447.768043,1421.733068,1448.533133,1447.213595,1894.427191,280000,360000,,0.99702572
1800_1600__2200_1400,1451.530854,1451.511399,1448.967437,1447.768043,1438.211038,1450.190434,1447.213595,1894.427191,280000,360000,,0.99702572
600_1400__2200_1400,1451.536128,1451.469143,1446.692914,1438.405933,1438.330344,1450.197272,1012.89902,2612.89902,120000,120000,,0.697811787
800_1400__2400_1400,1451.536128,1451.469143,1446.692914,1438.405933,1434.938988,1449.843462,1012.89902,2612.89902,120000,120000,,0.697811787
400_1600__2000_1000,1451.709658,1451.665328,1439.938184,1443.866346,1451.120236,1451.704359,848.528137,2557.328886,180000,1140000,,0.584502646
1000_1000__2600_1600,1451.709658,1451.665328,1439.938184,1443.866346,1426.889234,1449.171104,848.528137,2557.328886,180000,1140000,,0.584502646
400_1000__2600_1200,1451.893992,1450.977537,1143.709956,1434.487717,1433.576557,1450.040871,1232.455532,3441.527735,60000,500000,,0.84886055
400_1200__2600_1000,1451.893992,1450.977537,1143.709956,1434.487717,1434.555807,1450.138289,1232.455532,3441.527735,60000,500000,,0.84886055
1200_1200__1400_2000,1453.99431,1453.977085,1452.751781,1450.116455,1419.491799,1450.500689,1449.033091,2273.654217,320000,480000,,0.996587869
1600_2000__1800_1200,1453.99431,1453.977085,1452.751781,1450.116455,1445.34337,1453.144215,1449.033091,2273.654217,320000,480000,,0.996587869
1400_1200__1600_2000,1455.354547,1455.335275,1453.870752,1451.19824,1423.523035,1452.128496,1524.246557,2348.867682,240000,400000,,0.954802581
1400_2000__1600_1200,1455.354547,1455.335275,1453.870752,1451.19824,1441.869262,1454.012451,1524.246557,2348.867682,240000,400000,,0.954802581
600_1600__1200_1000,1455.866385,1455.758844,1449.589685,1450.360747,1431.87615,1453.467999,1521.110255,2369.638393,120000,480000,,0.957107731
1800_1000__2400_1600,1455.866385,1455.758844,1449.589685,1450.360747,1434.646652,1453.708726,1521.110255,2369.638393,120000,480000,,0.957107731
400_1400__1400_1000,1456.743918,1456.432242,1449.746114,1449.931529,1438.566102,1454.944103,1321.110255,2398.143217,120000,520000,,0.906892583
1600_1000__2600_1400,1456.743918,1456.432242,1449.746114,1449.931529,1435.581262,1454.587293,1321.110255,2398.143217,120000,520000,,0.906892583
600_1600__2200_1200,1457.781632,1457.711752,1444.990732,1443.475106,1449.486941,1456.935893,1003.952968,2653.195218,140000,780000,,0.688685429
800_1200__2400_1600,1457.781632,1457.711752,1444.990732,1443.475106,1436.588935,1455.623528,1003.952968,2653.195218,140000,780000,,0.688685429
1000_1000__2000_2000,1458.408208,1458.393147,1456.45921,1452.370014,1428.943475,1455.413732,1000,2414.213562,0,1000000,,0.685679081
1000_2000__2000_1000,1458.408208,1458.393147,1456.45921,1452.370014,1457.927256,1458.403498,1000,2414.213562,0,1000000,,0.685679081
1600_1200__1600_2000,1459.124626,1459.103636,1457.694793,1454.855611,1427.314454,1455.898863,1709.488493,2509.488493,260000,260000,,0.853544573
1200_1200__1200_2000,1459.308292,1459.289459,1457.963969,1455.378861,1421.418976,1455.471958,1563.46756,2363.46756,420000,420000,,0.933379323
800_1800__1800_1200,1461.108385,1461.083518,1459.250398,1455.494805,1452.314806,1460.256884,1107.463838,2273.654217,100000,700000,,0.757961455
1200_1200__2200_1800,1461.108385,1461.083518,1459.250398,1455.494805,1436.805031,1458.639036,1107.463838,2273.654217,100000,700000,,0.757961455
600_1800__2000_1000,1461.668639,1461.633913,1458.987647,1454.339914,1461.115399,1461.663447,894.427191,2506.878741,160000,1280000,,0.611921996
1000_1000__2400_1800,1461.668639,1461.633913,1458.987647,1454.339914,1435.428235,1458.991702,894.427191,2506.878741,160000,1280000,,0.611921996
400_1200__2200_1400,1461.843304,1461.691792,1450.200561,1445.194443,1448.690356,1460.505503,1079.669128,2890.746155,100000,460000,,0.738566935
800_1400__2600_1200,1461.843304,1461.691792,1450.200561,1445.194443,1443.391831,1459.952319,1079.669128,2890.746155,100000,460000,,0.738566935
2000_1200__2000_1800,1462.439607,1462.363754,1457.168336,1458.536962,1438.821199,1460.044486,1819.803903,2419.803903,100000,100000,,0.803624833
1000_2000__1800_1000,1462.514167,1462.478703,1460.182689,1456.054351,1456.262539,1461.911914,1200,2480.624847,0,800000,,0.820504872
1200_1000__2000_2000,1462.514167,1462.478703,1460.182689,1456.054351,1433.044305,1459.519717,1200,2480.624847,0,800000,,0.820504872
1000_1600__1600_1600,1462.983956,1462.968456,1461.671852,1459.10205,1441.428367,1460.821493,1321.110255,1921.110255,120000,120000,,0.903024431
1400_1600__2000_1600,1462.983956,1462.968456,1461.671852,1459.10205,1445.124359,1461.185458,1321.110255,1921.110255,120000,120000,,0.903024431
1200_1200__1600_2000,1463.288103,1463.271739,1461.905788,1459.18335,1431.434652,1460.061697,1359.875674,2254.302865,220000,540000,,0.92932873
1400_2000__1800_1200,1463.288103,1463.271739,1461.905788,1459.18335,1454.593493,1462.437561,1359.875674,2254.302865,220000,540000,,0.92932873
1000_1600__1400_1600,1463.600752,1463.584721,1462.438601,1460.337167,1438.28218,1461.056719,1448.528137,1848.528137,180000,180000,,0.989701689
1600_1600__2000_1600,1463.600752,1463.584721,1462.438601,1460.337167,1445.747916,1461.802406,1448.528137,1848.528137,180000,180000,,0.989701689
400_1200__1600_1400,1464.119588,1464.013022,1454.882745,1456.486914,1447.026999,1462.421914,1198.140957,2414.693463,140000,380000,,0.818335447
1400_1400__2600_1200,1464.119588,1464.013022,1454.882745,1456.486914,1445.576696,1462.227149,1198.140957,2414.693463,140000,380000,,0.818335447
600_1000__1800_1800,1464.152872,1464.016007,1454.296759,1452.679809,1439.685191,1461.68296,1224.621125,2666.841635,80000,1040000,,0.836402502
1200_1800__2400_1000,1464.152872,1464.016007,1454.296759,1452.679809,1452.510923,1462.957694,1224.621125,2666.841635,80000,1040000,,0.836402502
1000_1400__1400_1800,1465.473359,1465.457221,1464.249796,1461.865636,1435.760047,1462.476316,1400,1965.685425,240000,400000,,0.955322723
1600_1800__2000_1400,1465.473359,1465.457221,1464.249796,1461.865636,1453.437959,1464.273078,1400,1965.685425,240000,400000,,0.955322723
400_1400__1600_1200,1465.56755,1465.460567,1457.216555,1459.09526,1451.872312,1464.223663,1168.323851,2384.876357,160000,400000,,0.79718185
1400_1200__2600_1400,1465.56755,1465.460567,1457.216555,1459.09526,1444.41403,1463.409606,1168.323851,2384.876357,160000,400000,,0.79718185
1800_1000__1800_2000,1465.745019,1465.667368,1459.546747,1460.18795,1435.691654,1462.691446,1819.803903,2819.803903,100000,100000,,0.805441189
800_1200__1200_1800,1466.143234,1466.120929,1464.492419,1461.085935,1432.531838,1462.752714,1414.213562,2135.323817,340000,580000,,0.964580765
1800_1800__2200_1200,1466.143234,1466.120929,1464.492419,1461.085935,1457.648566,1465.294904,1414.213562,2135.323817,340000,580000,,0.964580765
400_1600__2200_1000,1466.172573,1465.26587,1430.015408,1440.019499,1460.597438,1465.588873,1048.528137,2945.894734,180000,1260000,,0.715146468
800_1000__2600_1600,1466.172573,1465.26587,1430.015408,1440.019499,1441.30693,1463.644927,1048.528137,2945.894734,180000,1260000,,0.715146468
800_1600__1200_1400,1466.378749,1466.358425,1462.865935,1462.794558,1439.644988,1463.696749,1526.882723,1974.096319,220000,300000,,0.960374184
1800_1400__2200_1600,1466.378749,1466.358425,1462.865935,1462.794558,1447.653258,1464.484167,1526.882723,1974.096319,220000,300000,,0.960374184
800_1800__1200_1000,1466.462831,1466.369539,1460.519977,1461.325369,1442.530239,1464.064621,1624.621125,2519.048316,80000,400000,,0.902649121
1800_1000__2200_1800,1466.462831,1466.369539,1460.519977,1461.325369,1442.179465,1463.994649,1624.621125,2519.048316,80000,400000,,0.902649121
800_1200__2000_1800,1466.764099,1466.72934,1458.816954,1456.657849,1443.080744,1464.367817,1082.842712,2424.483499,20000,740000,,0.738252806
1000_1800__2200_1200,1466.764099,1466.72934,1458.816954,1456.657849,1458.382873,1465.917205,1082.842712,2424.483499,20000,740000,,0.738252806
600_1200__2200_1600,1466.869819,1466.807957,1462.003387,1453.187614,1448.206472,1464.976378,1079.669128,2728.911378,100000,740000,,0.736036091
800_1600__2400_1200,1466.869819,1466.807957,1462.003387,1453.187614,1453.818348,1465.532648,1079.669128,2728.911378,100000,740000,,0.736036091
1000_1400__1600_1800,1467.131856,1467.115392,1465.772009,1462.863935,1440.550026,1464.451192,1294.427191,2015.537446,160000,400000,,0.882284156
1400_1800__2000_1400,1467.131856,1467.115392,1465.772009,1462.863935,1455.089116,1465.931524,1294.427191,2015.537446,160000,400000,,0.882284156
200_1200__1800_1000,1467.367172,1466.721968,1447.147382,1463.858188,1460.877109,1466.771511,1024.621125,2637.072675,80000,400000,,0.698271806
1200_1000__2800_1200,1467.367172,1466.721968,1447.147382,1463.858188,1443.278655,1464.909117,1024.621125,2637.072675,80000,400000,,0.698271806
600_1600__1400_1200,1468.712111,1468.659608,1464.323754,1463.586504,1449.613958,1466.813906,1353.565787,2247.992978,180000,500000,,0.92160048
1600_1200__2400_1600,1468.712111,1468.659608,1464.323754,1463.586504,1447.475657,1466.55319,1353.565787,2247.992978,180000,500000,,0.92160048
800_1800__2000_1200,1469.405344,1469.36509,1466.855504,1461.637582,1463.197491,1468.803636,1024.621125,2366.261912,80000,800000,,0.697303252
1000_1200__2200_1800,1469.405344,1469.36509,1466.855504,1461.637582,1445.092535,1466.936071,1024.621125,2366.261912,80000,800000,,0.697303252
600_1000__1600_1800,1469.434923,1469.328372,1460.359848,1459.229579,1442.845522,1466.754734,1294.427191,2575.052038,160000,960000,,0.880901339
1400_1800__2400_1000,1469.434923,1469.328372,1460.359848,1459.229579,1457.74895,1468.238727,1294.427191,2575.052038,160000,960000,,0.880901339
800_1800__1600_1200,1469.585517,1469.559929,1467.807367,1464.559449,1455.960178,1468.242081,1271.834721,2271.834721,120000,600000,,0.865437708
1400_1200__2200_1800,1469.585517,1469.559929,1467.807367,1464.559449,1445.274399,1467.116266,1271.834721,2271.834721,120000,600000,,0.865437708
200_1000__1800_1200,1471.675136,1470.927809,1448.321429,1467.153918,1462.883677,1470.834096,1082.842712,2695.294262,20000,340000,,0.735789228
1200_1200__2800_1000,1471.675136,1470.927809,1448.321429,1467.153918,1448.303196,1469.291948,1082.842712,2695.294262,20000,340000,,0.735789228
600_1400__1200_1400,1473.779833,1473.728582,1468.141008,1469.238171,1447.009961,1471.097542,1460.112616,2060.112616,240000,240000,,0.990726419
1800_1400__2400_1400,1473.779833,1473.728582,1468.141008,1469.238171,1457.060225,1472.085662,1460.112616,2060.112616,240000,240000,,0.990726419
1000_2000__1600_1000,1475.470078,1475.439832,1473.168794,1469.214005,1463.344675,1474.269201,1400,2566.190379,0,600000,,0.948850147
1400_1000__2000_2000,1475.470078,1475.439832,1473.168794,1469.214005,1446.003986,1472.4758,1400,2566.190379,0,600000,,0.948850147
400_1600__1800_1000,1475.725288,1475.632576,1465.18862,1468.449339,1469.289075,1475.121561,1048.528137,2571.682759,180000,1020000,,0.710517158
1200_1000__2600_1600,1475.725288,1475.632576,1465.18862,1468.449339,1450.867241,1473.18636,1048.528137,2571.682759,180000,1020000,,0.710517158
1000_1600__1200_1600,1476.362754,1476.346632,1473.970303,1473.432045,1446.585334,1473.365206,1600,1800,240000,240000,,0.922726721
1800_1600__2000_1600,1476.362754,1476.346632,1473.970303,1473.432045,1458.513573,1474.564486,1600,1800,240000,240000,,0.922726721
600_1000__2000_1800,1476.477519,1476.323884,1464.570059,1463.714824,1452.816081,1474.082804,1200,2812.45155,0,1120000,,0.812745189
1000_1800__2400_1000,1476.477519,1476.323884,1464.570059,1463.714824,1464.876512,1475.283405,1200,2812.45155,0,1120000,,0.812745189
1000_1600__1800_1600,1476.528465,1476.521117,1474.964838,1471.632553,1457.618926,1474.631863,1232.455532,2032.455532,60000,60000,,0.834698119
1200_1600__2000_1600,1476.528465,1476.521117,1474.964838,1471.632553,1458.658068,1474.72989,1232.455532,2032.455532,60000,60000,,0.834698119
600_1000__1000_1600,1476.969306,1476.896818,1471.033257,1470.786621,1442.260397,1473.473958,1566.190379,2287.300634,300000,540000,,0.94303306
2000_1600__2400_1000,1476.969306,1476.896818,1471.033257,1470.786621,1465.146409,1475.771533,1566.190379,2287.300634,300000,540000,,0.94303306
800_1000__1600_2000,1477.074005,1476.948515,1466.331754,1465.942978,1445.169037,1473.848678,1277.032961,2557.657809,200000,1000000,,0.864569383
1400_2000__2200_1000,1477.074005,1476.948515,1466.331754,1465.942978,1471.262373,1476.477647,1277.032961,2557.657809,200000,1000000,,0.864569383
1000_1400__1200_1800,1477.517361,1477.501462,1476.420272,1474.272082,1443.924427,1474.126927,1531.37085,1978.584445,320000,400000,,0.96483315
1800_1800__2000_1400,1477.517361,1477.501462,1476.420272,1474.272082,1465.486133,1476.317223,1531.37085,1978.584445,320000,400000,,0.96483315
400_1200__1200_1200,1477.731745,1477.50217,1471.67464,1471.489161,1452.95629,1475.259219,1457.076657,2257.076657,140000,140000,,0.986022437
1800_1200__2600_1200,1477.731745,1477.50217,1471.67464,1471.489161,1459.121354,1475.839742,1457.076657,2257.076657,140000,140000,,0.986022437
200_1200__2400_1000,1478.049864,1471.622278,1440.822168,1457.739085,1466.66291,1476.911236,1224.621125,3433.693329,80000,520000,,0.828538438
600_1000__2800_1200,1478.049864,1471.622278,1440.822168,1457.739085,1454.046474,1475.638595,1224.621125,3433.693329,80000,520000,,0.828538438
600_1800__1800_1000,1478.349013,1478.310942,1475.787301,1471.173199,1471.974434,1477.74579,1094.427191,2536.647701,160000,1120000,,0.740303664
1200_1000__2400_1800,1478.349013,1478.310942,1475.787301,1471.173199,1452.083308,1475.671946,1094.427191,2536.647701,160000,1120000,,0.740303664
400_1000__1000_1000,1478.564453,1475,1475,1475.2,1448.764,1475.776201,1600,2200,0,0,,0.924102783
2000_1000__2600_1000,1478.564453,1475,1475,1475.2,1461.0024,1476.978599,1600,2200,0,0,,0.924102783
500_1000__2500_1500,1479.291484,1478.547781,1348.656329,1464.130089,1458.625385,1477.179637,1207.106781,3268.659594,125000,1125000,,0.816003333
500_1500__2500_1000,1479.291484,1478.547781,1348.656329,1464.130089,1464.847383,1477.801034,1207.106781,3268.659594,125000,1125000,,0.816003333
600_1200__1200_1600,1481.509041,1481.481021,1476.021178,1475.832121,1451.679952,1478.511142,1447.213595,2168.323851,280000,520000,,0.976851005
1800_1600__2400_1200,1481.509041,1481.481021,1476.021178,1475.832121,1468.276311,1480.169635,1447.213595,2168.323851,280000,520000,,0.976851005
400_1000__2000_1600,1482.494151,1482.324657,1471.79932,1466.717622,1464.706798,1480.698582,1200,2908.800749,0,960000,,0.809446701
