Segment,Handles_or_Base_Length,Control_Polygon_Perimeter_Average,Perimeter_Average_Error,Threshold_1_Length
0_1500__2500_0,2236.067977,3075.771962,4151.543925,1974.187246
500_0__3000_1500,2236.067977,3075.771962,4151.543925,1974.187246
500_2000__3000_500,2236.067977,3075.771962,4151.543925,1974.187246
1500_0__0_500,3179.586802,2880.362816,3760.725632,1975.883242
1500_2000__0_1500,3179.586802,2880.362816,3760.725632,1975.883242
3000_500__1500_0,3179.586802,2880.362816,3760.725632,1975.883242
3000_1500__1500_2000,3179.586802,2880.362816,3760.725632,1975.883242
0_1000__2000_0,2000,2618.033989,3236.067977,1977.728254
0_1000__2000_2000,2000,2618.033989,3236.067977,1977.728254
1000_0__3000_1000,2000,2618.033989,3236.067977,1977.728254
1000_2000__3000_1000,2000,2618.033989,3236.067977,1977.728254
500_0__2500_500,1825.14077,2443.346791,2886.693583,1978.308588
500_500__2500_0,1825.14077,2443.346791,2886.693583,1978.308588
500_1500__2500_2000,1825.14077,2443.346791,2886.693583,1978.308588
500_2000__2500_1500,1825.14077,2443.346791,2886.693583,1978.308588
3000_500__0_1000,4061.552813,4051.467039,6102.934078,1983.662765
3000_1000__0_500,4061.552813,4051.467039,6102.934078,1983.662765
3000_1000__0_1500,4061.552813,4051.467039,6102.934078,1983.662765
3000_1500__0_1000,4061.552813,4051.467039,6102.934078,1983.662765
500_1000__0_500,2561.552813,2134.329797,2268.659594,1988.160008
500_1000__0_1500,2561.552813,2134.329797,2268.659594,1988.160008
3000_500__2500_1000,2561.552813,2134.329797,2268.659594,1988.160008
3000_1500__2500_1000,2561.552813,2134.329797,2268.659594,1988.160008
2500_0__0_1500,3864.328451,3889.902199,5779.804398,1988.189297
2500_2000__0_500,3864.328451,3889.902199,5779.804398,1988.189297
3000_500__500_2000,3864.328451,3889.902199,5779.804398,1988.189297
3000_1500__500_0,3864.328451,3889.902199,5779.804398,1988.189297
1500_0__0_2000,3354.101966,3427.050983,4854.101966,1994.320553
1500_2000__0_0,3354.101966,3427.050983,4854.101966,1994.320553
3000_0__1500_2000,3354.101966,3427.050983,4854.101966,1994.320553
3000_2000__1500_0,3354.101966,3427.050983,4854.101966,1994.320553
2000_0__0_2000,3650.28154,3739.354332,5478.708665,1995.367772
2000_2000__0_0,3650.28154,3739.354332,5478.708665,1995.367772
3000_0__1000_2000,3650.28154,3739.354332,5478.708665,1995.367772
3000_2000__1000_0,3650.28154,3739.354332,5478.708665,1995.367772
500_0__500_1500,2699.172819,2599.586409,3199.172819,1997.47958
500_2000__500_500,2699.172819,2599.586409,3199.172819,1997.47958
2500_500__2500_2000,2699.172819,2599.586409,3199.172819,1997.47958
2500_1500__2500_0,2699.172819,2599.586409,3199.172819,1997.47958
0_500__1500_2000,2236.067977,2678.694161,3357.388321,1998.238143
0_1500__1500_0,2236.067977,2678.694161,3357.388321,1998.238143
1500_0__3000_1500,2236.067977,2678.694161,3357.388321,1998.238143
1500_2000__3000_500,2236.067977,2678.694161,3357.388321,1998.238143
2500_0__0_1000,3802.775638,3747.679021,5495.358041,1999.580893
2500_2000__0_1000,3802.775638,3747.679021,5495.358041,1999.580893
3000_1000__500_0,3802.775638,3747.679021,5495.358041,1999.580893
3000_1000__500_2000,3802.775638,3747.679021,5495.358041,1999.580893
1000_0__0_1000,3000,2707.106781,3414.213562,1999.999252
1000_2000__0_1000,3000,2707.106781,3414.213562,1999.999252
3000_1000__2000_0,3000,2707.106781,3414.213562,1999.999252
3000_1000__2000_2000,3000,2707.106781,3414.213562,1999.999252
1000_0__2000_0,2000,2000,2000,1999.999856
1000_2000__2000_2000,2000,2000,2000,1999.999856
2000_0__0_500,3475.766375,3268.659594,4537.319188,2000.397639
2000_2000__0_1500,3475.766375,3268.659594,4537.319188,2000.397639
3000_500__1000_0,3475.766375,3268.659594,4537.319188,2000.397639
3000_1500__1000_2000,3475.766375,3268.659594,4537.319188,2000.397639
500_500__0_1000,2707.106781,2207.106781,2414.213562,2003.823626
500_1500__0_1000,2707.106781,2207.106781,2414.213562,2003.823626
3000_1000__2500_500,2707.106781,2207.106781,2414.213562,2003.823626
3000_1000__2500_1500,2707.106781,2207.106781,2414.213562,2003.823626
1000_500__0_0,2736.067977,2427.050983,2854.101966,2013.494081
1000_1500__0_2000,2736.067977,2427.050983,2854.101966,2013.494081
3000_0__2000_500,2736.067977,2427.050983,2854.101966,2013.494081
3000_2000__2000_1500,2736.067977,2427.050983,2854.101966,2013.494081
3000_500__0_1500,4123.105626,4142.691643,6285.383286,2013.690494
3000_1500__0_500,4123.105626,4142.691643,6285.383286,2013.690494
0_1000__1500_0,2118.033989,2460.404813,2920.809626,2023.09061
0_1000__1500_2000,2118.033989,2460.404813,2920.809626,2023.09061
1500_0__3000_1000,2118.033989,2460.404813,2920.809626,2023.09061
1500_2000__3000_1000,2118.033989,2460.404813,2920.809626,2023.09061
1000_0__0_1500,3061.552813,2932.164225,3864.328451,2025.948164
1000_2000__0_500,3061.552813,2932.164225,3864.328451,2025.948164
3000_500__2000_2000,3061.552813,2932.164225,3864.328451,2025.948164
3000_1500__2000_0,3061.552813,2932.164225,3864.328451,2025.948164
0_1000__2500_0,2118.033989,2905.308196,3810.616392,2029.936259
0_1000__2500_2000,2118.033989,2905.308196,3810.616392,2029.936259
500_0__3000_1000,2118.033989,2905.308196,3810.616392,2029.936259
500_2000__3000_1000,2118.033989,2905.308196,3810.616392,2029.936259
0_500__1000_500,2236.067977,2118.033989,2236.067977,2035.678378
0_1500__1000_1500,2236.067977,2118.033989,2236.067977,2035.678378
2000_500__3000_500,2236.067977,2118.033989,2236.067977,2035.678378
2000_1500__3000_1500,2236.067977,2118.033989,2236.067977,2035.678378
0_0__2000_2000,2414.213562,3121.320344,4242.640687,2038.234529
0_2000__2000_0,2414.213562,3121.320344,4242.640687,2038.234529
1000_0__3000_2000,2414.213562,3121.320344,4242.640687,2038.234529
1000_2000__3000_0,2414.213562,3121.320344,4242.640687,2038.234529
0_1000__500_1000,2500,2000,2000,2040.309906
2500_1000__3000_1000,2500,2000,2000,2040.309906
1000_0__500_0,2802.775638,2151.387819,2302.775638,2067.547843
1000_2000__500_2000,2802.775638,2151.387819,2302.775638,2067.547843
2500_0__2000_0,2802.775638,2151.387819,2302.775638,2067.547843
2500_2000__2000_2000,2802.775638,2151.387819,2302.775638,2067.547843
500_500__0_1500,2768.659594,2443.346791,2886.693583,2072.779838
500_1500__0_500,2768.659594,2443.346791,2886.693583,2072.779838
3000_500__2500_1500,2768.659594,2443.346791,2886.693583,2072.779838
3000_1500__2500_500,2768.659594,2443.346791,2886.693583,2072.779838
500_0__500_500,2699.172819,2099.586409,2199.172819,2073.994206
500_2000__500_1500,2699.172819,2099.586409,2199.172819,2073.994206
2500_500__2500_0,2699.172819,2099.586409,2199.172819,2073.994206
2500_1500__2500_2000,2699.172819,2099.586409,2199.172819,2073.994206
500_500__500_0,2509.882419,2004.941209,2009.882419,2075.377298
500_1500__500_2000,2509.882419,2004.941209,2009.882419,2075.377298
2500_0__2500_500,2509.882419,2004.941209,2009.882419,2075.377298
2500_2000__2500_1500,2509.882419,2004.941209,2009.882419,2075.377298
1000_0__0_500,3061.552813,2589.793401,3179.586802,2079.273249
1000_2000__0_1500,3061.552813,2589.793401,3179.586802,2079.273249
3000_500__2000_0,3061.552813,2589.793401,3179.586802,2079.273249
3000_1500__2000_2000,3061.552813,2589.793401,3179.586802,2079.273249
500_500__0_500,2768.659594,2134.329797,2268.659594,2080.013242
500_1500__0_1500,2768.659594,2134.329797,2268.659594,2080.013242
3000_500__2500_500,2768.659594,2134.329797,2268.659594,2080.013242
3000_1500__2500_1500,2768.659594,2134.329797,2268.659594,2080.013242
0_0__2500_2000,2532.247551,3366.904835,4733.80967,2087.811815
0_2000__2500_0,2532.247551,3366.904835,4733.80967,2087.811815
500_0__3000_2000,2532.247551,3366.904835,4733.80967,2087.811815
500_2000__3000_0,2532.247551,3366.904835,4733.80967,2087.811815
2500_500__0_0,3817.206808,3683.358282,5366.716564,2094.227377
2500_1500__0_2000,3817.206808,3683.358282,5366.716564,2094.227377
3000_0__500_500,3817.206808,3683.358282,5366.716564,2094.227377
3000_2000__500_1500,3817.206808,3683.358282,5366.716564,2094.227377
0_0__2000_500,1914.213562,2487.883188,2975.766375,2102.898926
0_2000__2000_1500,1914.213562,2487.883188,2975.766375,2102.898926
1000_500__3000_0,1914.213562,2487.883188,2975.766375,2102.898926
1000_1500__3000_2000,1914.213562,2487.883188,2975.766375,2102.898926
0_0__1500_2000,2532.247551,3016.123776,4032.247551,2103.296609
0_2000__1500_0,2532.247551,3016.123776,4032.247551,2103.296609
1500_0__3000_2000,2532.247551,3016.123776,4032.247551,2103.296609
1500_2000__3000_0,2532.247551,3016.123776,4032.247551,2103.296609
3000_500__0_500,4123.105626,4061.552813,6123.105626,2103.322081
3000_1500__0_1500,4123.105626,4061.552813,6123.105626,2103.322081
0_0__1000_1000,2414.213562,2414.213562,2828.427125,2104.662801
0_2000__1000_1000,2414.213562,2414.213562,2828.427125,2104.662801
2000_1000__3000_0,2414.213562,2414.213562,2828.427125,2104.662801
2000_1000__3000_2000,2414.213562,2414.213562,2828.427125,2104.662801
0_500__500_1000,2618.033989,2162.570385,2325.14077,2111.789829
0_1500__500_1000,2618.033989,2162.570385,2325.14077,2111.789829
2500_1000__3000_500,2618.033989,2162.570385,2325.14077,2111.789829
2500_1000__3000_1500,2618.033989,2162.570385,2325.14077,2111.789829
2500_0__0_2000,4038.843615,4120.202867,6240.405734,2112.32354
2500_2000__0_0,4038.843615,4120.202867,6240.405734,2112.32354
3000_0__500_2000,4038.843615,4120.202867,6240.405734,2112.32354
3000_2000__500_0,4038.843615,4120.202867,6240.405734,2112.32354
0_0__1000_1500,2532.247551,2667.511594,3335.023189,2113.598865
0_2000__1000_500,2532.247551,2667.511594,3335.023189,2113.598865
2000_500__3000_2000,2532.247551,2667.511594,3335.023189,2113.598865
2000_1500__3000_0,2532.247551,2667.511594,3335.023189,2113.598865
0_500__3000_500,2236.067977,3118.033989,4236.067977,2115.232768
0_1500__3000_1500,2236.067977,3118.033989,4236.067977,2115.232768
2500_0__500_0,3605.551275,3302.775638,4605.551275,2118.545466
2500_2000__500_2000,3605.551275,3302.775638,4605.551275,2118.545466
0_0__3000_1500,2532.247551,3443.174759,4886.349517,2123.687446
0_500__3000_2000,2532.247551,3443.174759,4886.349517,2123.687446
0_1500__3000_0,2532.247551,3443.174759,4886.349517,2123.687446
0_2000__3000_500,2532.247551,3443.174759,4886.349517,2123.687446
2500_0__0_500,3864.328451,3706.919104,5413.838207,2124.476798
2500_2000__0_1500,3864.328451,3706.919104,5413.838207,2124.476798
3000_500__500_0,3864.328451,3706.919104,5413.838207,2124.476798
3000_1500__500_2000,3864.328451,3706.919104,5413.838207,2124.476798
500_0__1500_0,2236.067977,2118.033989,2236.067977,2129.696599
500_2000__1500_2000,2236.067977,2118.033989,2236.067977,2129.696599
1500_0__2500_0,2236.067977,2118.033989,2236.067977,2129.696599
1500_2000__2500_2000,2236.067977,2118.033989,2236.067977,2129.696599
0_1000__500_500,2581.13883,2144.122806,2288.245611,2134.287312
0_1000__500_1500,2581.13883,2144.122806,2288.245611,2134.287312
2500_500__3000_1000,2581.13883,2144.122806,2288.245611,2134.287312
2500_1500__3000_1000,2581.13883,2144.122806,2288.245611,2134.287312
500_0__500_2000,2920.809626,2960.404813,3920.809626,2137.117191
500_2000__500_0,2920.809626,2960.404813,3920.809626,2137.117191
2500_0__2500_2000,2920.809626,2960.404813,3920.809626,2137.117191
2500_2000__2500_0,2920.809626,2960.404813,3920.809626,2137.117191
0_0__1500_500,2121.320344,2351.229587,2702.459174,2138.752823
0_2000__1500_1500,2121.320344,2351.229587,2702.459174,2138.752823
1500_500__3000_0,2121.320344,2351.229587,2702.459174,2138.752823
1500_1500__3000_2000,2121.320344,2351.229587,2702.459174,2138.752823
0_500__1000_2000,2532.247551,2667.511594,3335.023189,2143.490653
0_1500__1000_0,2532.247551,2667.511594,3335.023189,2143.490653
2000_0__3000_1500,2532.247551,2667.511594,3335.023189,2143.490653
2000_2000__3000_500,2532.247551,2667.511594,3335.023189,2143.490653
1000_0__0_2000,3236.067977,3236.067977,4472.135955,2143.641429
1000_2000__0_0,3236.067977,3236.067977,4472.135955,2143.641429
3000_0__2000_2000,3236.067977,3236.067977,4472.135955,2143.641429
3000_2000__2000_0,3236.067977,3236.067977,4472.135955,2143.641429
0_500__2000_0,2118.033989,2589.793401,3179.586802,2144.977477
0_1500__2000_2000,2118.033989,2589.793401,3179.586802,2144.977477
1000_0__3000_500,2118.033989,2589.793401,3179.586802,2144.977477
1000_2000__3000_1500,2118.033989,2589.793401,3179.586802,2144.977477
0_1000__1000_0,2414.213562,2414.213562,2828.427125,2146.933715
0_1000__1000_2000,2414.213562,2414.213562,2828.427125,2146.933715
2000_0__3000_1000,2414.213562,2414.213562,2828.427125,2146.933715
2000_2000__3000_1000,2414.213562,2414.213562,2828.427125,2146.933715
500_0__2000_0,2118.033989,2309.016994,2618.033989,2153.646234
500_2000__2000_2000,2118.033989,2309.016994,2618.033989,2153.646234
1000_0__2500_0,2118.033989,2309.016994,2618.033989,2153.646234
1000_2000__2500_2000,2118.033989,2309.016994,2618.033989,2153.646234
0_500__1500_0,2236.067977,2408.603404,2817.206808,2169.79986
0_1500__1500_2000,2236.067977,2408.603404,2817.206808,2169.79986
1500_0__3000_500,2236.067977,2408.603404,2817.206808,2169.79986
1500_2000__3000_1500,2236.067977,2408.603404,2817.206808,2169.79986
1500_0__0_0,3354.101966,2927.050983,3854.101966,2172.913546
1500_2000__0_2000,3354.101966,2927.050983,3854.101966,2172.913546
3000_0__1500_0,3354.101966,2927.050983,3854.101966,2172.913546
3000_2000__1500_2000,3354.101966,2927.050983,3854.101966,2172.913546
3000_0__0_1500,4297.62079,4325.861378,6651.722757,2175.418046
3000_500__0_2000,4297.62079,4325.861378,6651.722757,2175.418046
3000_1500__0_0,4297.62079,4325.861378,6651.722757,2175.418046
3000_2000__0_500,4297.62079,4325.861378,6651.722757,2175.418046
0_500__500_1500,2699.172819,2408.603404,2817.206808,2180.516343
0_1500__500_500,2699.172819,2408.603404,2817.206808,2180.516343
2500_500__3000_1500,2699.172819,2408.603404,2817.206808,2180.516343
2500_1500__3000_500,2699.172819,2408.603404,2817.206808,2180.516343
0_0__2500_500,2121.320344,2835.41505,3670.8301,2181.217772
0_2000__2500_1500,2121.320344,2835.41505,3670.8301,2181.217772
500_500__3000_0,2121.320344,2835.41505,3670.8301,2181.217772
500_1500__3000_2000,2121.320344,2835.41505,3670.8301,2181.217772
0_0__3000_1000,2414.213562,3288.245611,4576.491223,2181.788153
0_1000__3000_0,2414.213562,3288.245611,4576.491223,2181.788153
0_1000__3000_2000,2414.213562,3288.245611,4576.491223,2181.788153
0_2000__3000_1000,2414.213562,3288.245611,4576.491223,2181.788153
500_0__1000_0,2532.247551,2016.123776,2032.247551,2183.814578
500_2000__1000_2000,2532.247551,2016.123776,2032.247551,2183.814578
2000_0__2500_0,2532.247551,2016.123776,2032.247551,2183.814578
2000_2000__2500_2000,2532.247551,2016.123776,2032.247551,2183.814578
3000_0__0_1000,4236.067977,4199.172819,6398.345638,2187.934892
3000_1000__0_0,4236.067977,4199.172819,6398.345638,2187.934892
3000_1000__0_2000,4236.067977,4199.172819,6398.345638,2187.934892
3000_2000__0_1000,4236.067977,4199.172819,6398.345638,2187.934892
500_1000__0_0,2736.067977,2427.050983,2854.101966,2188.416706
500_1000__0_2000,2736.067977,2427.050983,2854.101966,2188.416706
3000_0__2500_1000,2736.067977,2427.050983,2854.101966,2188.416706
3000_2000__2500_1000,2736.067977,2427.050983,2854.101966,2188.416706
2000_0__0_0,3650.28154,3325.14077,4650.28154,2207.368797
2000_2000__0_2000,3650.28154,3325.14077,4650.28154,2207.368797
3000_0__1000_0,3650.28154,3325.14077,4650.28154,2207.368797
3000_2000__1000_2000,3650.28154,3325.14077,4650.28154,2207.368797
0_500__2500_0,2236.067977,2892.788867,3785.577734,2212.116951
0_1500__2500_2000,2236.067977,2892.788867,3785.577734,2212.116951
500_0__3000_500,2236.067977,2892.788867,3785.577734,2212.116951
500_2000__3000_1500,2236.067977,2892.788867,3785.577734,2212.116951
0_500__500_500,2699.172819,2099.586409,2199.172819,2217.508898
0_1500__500_1500,2699.172819,2099.586409,2199.172819,2217.508898
2500_500__3000_500,2699.172819,2099.586409,2199.172819,2217.508898
2500_1500__3000_1500,2699.172819,2099.586409,2199.172819,2217.508898
500_500__0_2000,2943.174759,2762.156794,3524.313589,2235.421727
500_1500__0_0,2943.174759,2762.156794,3524.313589,2235.421727
3000_0__2500_1500,2943.174759,2762.156794,3524.313589,2235.421727
3000_2000__2500_500,2943.174759,2762.156794,3524.313589,2235.421727
0_0__3000_2000,2828.427125,3716.9892,5433.9784,2244.499377
0_2000__3000_0,2828.427125,3716.9892,5433.9784,2244.499377
0_0__1000_500,2532.247551,2325.14077,2650.28154,2244.501385
0_2000__1000_1500,2532.247551,2325.14077,2650.28154,2244.501385
2000_500__3000_0,2532.247551,2325.14077,2650.28154,2244.501385
2000_1500__3000_2000,2532.247551,2325.14077,2650.28154,2244.501385
500_0__0_1000,3118.033989,2618.033989,3236.067977,2246.255749
500_2000__0_1000,3118.033989,2618.033989,3236.067977,2246.255749
3000_1000__2500_0,3118.033989,2618.033989,3236.067977,2246.255749
3000_1000__2500_2000,3118.033989,2618.033989,3236.067977,2246.255749
0_0__1000_2000,2828.427125,3032.247551,4064.495102,2259.426731
0_2000__1000_0,2828.427125,3032.247551,4064.495102,2259.426731
2000_0__3000_2000,2828.427125,3032.247551,4064.495102,2259.426731
2000_2000__3000_0,2828.427125,3032.247551,4064.495102,2259.426731
1000_0__0_0,3236.067977,2618.033989,3236.067977,2268.294941
1000_2000__0_2000,3236.067977,2618.033989,3236.067977,2268.294941
3000_0__2000_0,3236.067977,2618.033989,3236.067977,2268.294941
3000_2000__2000_2000,3236.067977,2618.033989,3236.067977,2268.294941
500_0__2500_0,2236.067977,2618.033989,3236.067977,2268.532724
500_2000__2500_2000,2236.067977,2618.033989,3236.067977,2268.532724
0_500__1000_0,2532.247551,2325.14077,2650.28154,2269.874411
0_1500__1000_2000,2532.247551,2325.14077,2650.28154,2269.874411
2000_0__3000_500,2532.247551,2325.14077,2650.28154,2269.874411
2000_2000__3000_1500,2532.247551,2325.14077,2650.28154,2269.874411
500_0__0_1500,3179.586802,2880.362816,3760.725632,2286.600671
500_2000__0_500,3179.586802,2880.362816,3760.725632,2286.600671
3000_500__2500_2000,3179.586802,2880.362816,3760.725632,2286.600671
3000_1500__2500_0,3179.586802,2880.362816,3760.725632,2286.600671
3000_0__0_2000,4472.135955,4538.843615,7077.68723,2295.345821
3000_2000__0_0,4472.135955,4538.843615,7077.68723,2295.345821
500_500__0_0,2943.174759,2325.14077,2650.28154,2295.347615
500_1500__0_2000,2943.174759,2325.14077,2650.28154,2295.347615
3000_0__2500_500,2943.174759,2325.14077,2650.28154,2295.347615
3000_2000__2500_1500,2943.174759,2325.14077,2650.28154,2295.347615
0_0__500_1000,2914.213562,2516.123776,3032.247551,2300.533079
0_2000__500_1000,2914.213562,2516.123776,3032.247551,2300.533079
2500_1000__3000_0,2914.213562,2516.123776,3032.247551,2300.533079
2500_1000__3000_2000,2914.213562,2516.123776,3032.247551,2300.533079
500_0__500_0,2920.809626,1960.404813,1920.809626,2307.921491
500_2000__500_2000,2920.809626,1960.404813,1920.809626,2307.921491
2500_0__2500_0,2920.809626,1960.404813,1920.809626,2307.921491
2500_2000__2500_2000,2920.809626,1960.404813,1920.809626,2307.921491
500_0__0_500,3179.586802,2443.346791,2886.693583,2310.268378
500_2000__0_1500,3179.586802,2443.346791,2886.693583,2310.268378
3000_500__2500_0,3179.586802,2443.346791,2886.693583,2310.268378
3000_1500__2500_2000,3179.586802,2443.346791,2886.693583,2310.268378
0_1000__0_1000,3000,2000,2000,2313.209534
3000_1000__3000_1000,3000,2000,2000,2313.209534
3000_0__0_500,4297.62079,4169.501028,6339.002055,2319.501245
3000_500__0_0,4297.62079,4169.501028,6339.002055,2319.501245
3000_1500__0_2000,4297.62079,4169.501028,6339.002055,2319.501245
3000_2000__0_1500,4297.62079,4169.501028,6339.002055,2319.501245
0_1000__500_0,2802.775638,2460.404813,2920.809626,2334.842062
0_1000__500_2000,2802.775638,2460.404813,2920.809626,2334.842062
2500_0__3000_1000,2802.775638,2460.404813,2920.809626,2334.842062
2500_2000__3000_1000,2802.775638,2460.404813,2920.809626,2334.842062
2500_0__0_0,4038.843615,3769.421808,5538.843615,2337.970039
2500_2000__0_2000,4038.843615,3769.421808,5538.843615,2337.970039
3000_0__500_0,4038.843615,3769.421808,5538.843615,2337.970039
3000_2000__500_2000,4038.843615,3769.421808,5538.843615,2337.970039
0_0__500_1500,2995.352392,2788.245611,3576.491223,2341.382167
0_2000__500_500,2995.352392,2788.245611,3576.491223,2341.382167
2500_500__3000_2000,2995.352392,2788.245611,3576.491223,2341.382167
2500_1500__3000_0,2995.352392,2788.245611,3576.491223,2341.382167
0_500__500_2000,2920.809626,2750.974228,3501.948457,2352.216466
0_1500__500_0,2920.809626,2750.974228,3501.948457,2352.216466
2500_0__3000_1500,2920.809626,2750.974228,3501.948457,2352.216466
2500_2000__3000_500,2920.809626,2750.974228,3501.948457,2352.216466
0_0__3000_500,2532.247551,3286.814408,4573.628816,2371.35275
0_500__3000_0,2532.247551,3286.814408,4573.628816,2371.35275
0_1500__3000_2000,2532.247551,3286.814408,4573.628816,2371.35275
0_2000__3000_1500,2532.247551,3286.814408,4573.628816,2371.35275
0_500__0_1000,3118.033989,2309.016994,2618.033989,2387.586508
0_1500__0_1000,3118.033989,2309.016994,2618.033989,2387.586508
3000_1000__3000_500,3118.033989,2309.016994,2618.033989,2387.586508
3000_1000__3000_1500,3118.033989,2309.016994,2618.033989,2387.586508
0_0__2000_0,2414.213562,2707.106781,3414.213562,2391.444353
0_2000__2000_2000,2414.213562,2707.106781,3414.213562,2391.444353
1000_0__3000_0,2414.213562,2707.106781,3414.213562,2391.444353
1000_2000__3000_2000,2414.213562,2707.106781,3414.213562,2391.444353
0_1000__0_500,3061.552813,2280.776406,2561.552813,2397.09891
0_1000__0_1500,3061.552813,2280.776406,2561.552813,2397.09891
3000_500__3000_1000,3061.552813,2280.776406,2561.552813,2397.09891
3000_1500__3000_1000,3061.552813,2280.776406,2561.552813,2397.09891
0_0__1500_0,2532.247551,2516.123776,3032.247551,2400.363495
0_2000__1500_2000,2532.247551,2516.123776,3032.247551,2400.363495
1500_0__3000_0,2532.247551,2516.123776,3032.247551,2400.363495
1500_2000__3000_2000,2532.247551,2516.123776,3032.247551,2400.363495
0_0__500_500,2995.352392,2351.229587,2702.459174,2406.759335
0_2000__500_1500,2995.352392,2351.229587,2702.459174,2406.759335
2500_500__3000_0,2995.352392,2351.229587,2702.459174,2406.759335
2500_1500__3000_2000,2995.352392,2351.229587,2702.459174,2406.759335
500_0__0_2000,3354.101966,3207.82739,4415.654779,2411.821766
500_2000__0_0,3354.101966,3207.82739,4415.654779,2411.821766
3000_0__2500_2000,3354.101966,3207.82739,4415.654779,2411.821766
3000_2000__2500_0,3354.101966,3207.82739,4415.654779,2411.821766
0_500__500_0,2920.809626,2313.958204,2627.916408,2432.987651
0_1500__500_2000,2920.809626,2313.958204,2627.916408,2432.987651
2500_0__3000_500,2920.809626,2313.958204,2627.916408,2432.987651
2500_2000__3000_1500,2920.809626,2313.958204,2627.916408,2432.987651
0_500__0_1500,3179.586802,2589.793401,3179.586802,2456.927735
0_1500__0_500,3179.586802,2589.793401,3179.586802,2456.927735
3000_500__3000_1500,3179.586802,2589.793401,3179.586802,2456.927735
3000_1500__3000_500,3179.586802,2589.793401,3179.586802,2456.927735
0_500__0_500,3179.586802,2089.793401,2179.586802,2459.965701
0_1500__0_1500,3179.586802,2089.793401,2179.586802,2459.965701
3000_500__3000_500,3179.586802,2089.793401,2179.586802,2459.965701
3000_1500__3000_1500,3179.586802,2089.793401,2179.586802,2459.965701
0_0__2500_0,2532.247551,3016.123776,4032.247551,2469.341929
0_2000__2500_2000,2532.247551,3016.123776,4032.247551,2469.341929
500_0__3000_0,2532.247551,3016.123776,4032.247551,2469.341929
500_2000__3000_2000,2532.247551,3016.123776,4032.247551,2469.341929
0_0__500_2000,3216.9892,3139.271006,4278.542013,2479.479675
0_2000__500_0,3216.9892,3139.271006,4278.542013,2479.479675
2500_0__3000_2000,3216.9892,3139.271006,4278.542013,2479.479675
2500_2000__3000_0,3216.9892,3139.271006,4278.542013,2479.479675
0_0__1000_0,2828.427125,2414.213562,2828.427125,2481.123653
0_2000__1000_2000,2828.427125,2414.213562,2828.427125,2481.123653
2000_0__3000_0,2828.427125,2414.213562,2828.427125,2481.123653
2000_2000__3000_2000,2828.427125,2414.213562,2828.427125,2481.123653
500_0__0_0,3354.101966,2427.050983,2854.101966,2504.799973
500_2000__0_2000,3354.101966,2427.050983,2854.101966,2504.799973
3000_0__2500_0,3354.101966,2427.050983,2854.101966,2504.799973
3000_2000__2500_2000,3354.101966,2427.050983,2854.101966,2504.799973
3000_0__0_0,4472.135955,4236.067977,6472.135955,2536.242176
3000_2000__0_2000,4472.135955,4236.067977,6472.135955,2536.242176
0_0__0_1000,3414.213562,2707.106781,3414.213562,2574.320326
0_2000__0_1000,3414.213562,2707.106781,3414.213562,2574.320326
3000_1000__3000_0,3414.213562,2707.106781,3414.213562,2574.320326
3000_1000__3000_2000,3414.213562,2707.106781,3414.213562,2574.320326
0_1000__0_0,3236.067977,2618.033989,3236.067977,2578.365472
0_1000__0_2000,3236.067977,2618.033989,3236.067977,2578.365472
3000_0__3000_1000,3236.067977,2618.033989,3236.067977,2578.365472
3000_2000__3000_1000,3236.067977,2618.033989,3236.067977,2578.365472
0_500__0_2000,3354.101966,2927.050983,3854.101966,2612.796146
0_1500__0_0,3354.101966,2927.050983,3854.101966,2612.796146
3000_0__3000_1500,3354.101966,2927.050983,3854.101966,2612.796146
3000_2000__3000_500,3354.101966,2927.050983,3854.101966,2612.796146
0_0__0_1500,3475.766375,2987.883188,3975.766375,2621.517635
0_2000__0_500,3475.766375,2987.883188,3975.766375,2621.517635
3000_500__3000_2000,3475.766375,2987.883188,3975.766375,2621.517635
3000_1500__3000_0,3475.766375,2987.883188,3975.766375,2621.517635
0_0__500_0,3216.9892,2358.4946,2716.9892,2622.703098
0_2000__500_2000,3216.9892,2358.4946,2716.9892,2622.703098
2500_0__3000_0,3216.9892,2358.4946,2716.9892,2622.703098
2500_2000__3000_2000,3216.9892,2358.4946,2716.9892,2622.703098
0_0__3000_0,2828.427125,3414.213562,4828.427125,2632.879315
0_2000__3000_2000,2828.427125,3414.213562,4828.427125,2632.879315
0_0__0_500,3475.766375,2487.883188,2975.766375,2633.133019
0_2000__0_1500,3475.766375,2487.883188,2975.766375,2633.133019
3000_500__3000_0,3475.766375,2487.883188,2975.766375,2633.133019
3000_1500__3000_2000,3475.766375,2487.883188,2975.766375,2633.133019
0_500__0_0,3354.101966,2427.050983,2854.101966,2654.050891
0_1500__0_2000,3354.101966,2427.050983,2854.101966,2654.050891
3000_0__3000_500,3354.101966,2427.050983,2854.101966,2654.050891
3000_2000__3000_1500,3354.101966,2427.050983,2854.101966,2654.050891
0_0__0_2000,3650.28154,3325.14077,4650.28154,2748.389692
0_2000__0_0,3650.28154,3325.14077,4650.28154,2748.389692
3000_0__3000_2000,3650.28154,3325.14077,4650.28154,2748.389692
3000_2000__3000_0,3650.28154,3325.14077,4650.28154,2748.389692
0_0__0_0,3650.28154,2325.14077,2650.28154,2822.777077
